ID,State,Name,Category,Income,Qualification,Eligible Courses,Preference,Minimum Qualification,Description,Type,Award Amount,Duration,Application Deadline,Selection Process
335,Telangana,Youth Agriculture Scholarship by Indian Science Society,EWS,500000,Diploma,Medical,the Minority category,69% in Class 12 or equivalent,Youth Agriculture Scholarship by Indian Science Society provides financial assistance to students in EWS category. The award amount is INR 138968 per year.,NGO,INR 138968,3 years,2th August 2025,Not Specified (likely Need-Based)
336,Tamil Nadu,Empowerment Agriculture Scholarship by Tata Foundation,all,750000,HSC,Medical,the EWS category,80% in Class 12 or equivalent,Empowerment Agriculture Scholarship by Tata Foundation provides financial assistance to students in all category. The award amount is INR 138572 per year.,Government,INR 138572,3 years,2th August 2025,Not Specified (likely Need-Based)
337,Karnataka,Youth Medical Scholarship by Tata Foundation,all,250000,Ph.D.,Ph,the General category,77% in Class 12 or equivalent,Youth Medical Scholarship by Tata Foundation provides financial assistance to students in all category. The award amount is INR 121761 per year.,International,INR 121761,3 years,14th July 2025,Not Specified (likely Need-Based)
338,Chhattisgarh,Research Social Sciences Scholarship by Tata Foundation,General,750000,Ph.D.,Engineering,the SC category,87% in Class 12 or equivalent,Research Social Sciences Scholarship by Tata Foundation provides financial assistance to students in General category. The award amount is INR 148048 per year.,NGO,INR 148048,3 years,7th July 2025,Not Specified (likely Need-Based)
339,Maharashtra,Diversity Entrepreneurship Scholarship by Tata Foundation,Minority,1000000,Post-Graduation,Engineering,the ST category,68% in Class 12 or equivalent,Diversity Entrepreneurship Scholarship by Tata Foundation provides financial assistance to students in Minority category. The award amount is INR 99193 per year.,Private,INR 99193,4 years,24th September 2025,Not Specified (likely Need-Based)
340,Maharashtra,Merit Medical Scholarship by Ambani Institute,Minority,500000,Graduation,Ph,the EWS category,55% in Class 12 or equivalent,Merit Medical Scholarship by Ambani Institute provides financial assistance to students in Minority category. The award amount is INR 112137 per year.,Government,INR 112137,1 years,4th August 2025,Not Specified (likely Need-Based)
341,Bihar,Merit Engineering Scholarship by Indian Education Trust,OBC,0,Graduation,Engineering,the SEBC category,63% in Class 12 or equivalent,Merit Engineering Scholarship by Indian Education Trust provides financial assistance to students in OBC category. The award amount is INR 143406 per year.,NGO,INR 143406,1 years,8th August 2025,Not Specified (likely Need-Based)
342,West Bengal,Innovation Entrepreneurship Scholarship by Mahatma Gandhi Trust,OBC,0,HSC,Medical,the General category,68% in Class 12 or equivalent,Innovation Entrepreneurship Scholarship by Mahatma Gandhi Trust provides financial assistance to students in OBC category. The award amount is INR 114051 per year.,International,INR 114051,1 years,19th June 2025,Not Specified (likely Need-Based)
343,Bihar,Sustainability Arts Scholarship by Bharti Enterprises,Minority,0,Medical,Graduation,the Minority category,60% in Class 12 or equivalent,Sustainability Arts Scholarship by Bharti Enterprises provides financial assistance to students in Minority category. The award amount is INR 109009 per year.,Private,INR 109009,1 years,11th September 2025,Not Specified (likely Need-Based)
344,Delhi,Development STEM Scholarship by Indian Government,OBC,0,Medical,Medical,the all category,51% in Class 12 or equivalent,Development STEM Scholarship by Indian Government provides financial assistance to students in OBC category. The award amount is INR 13658 per year.,Corporate,INR 13658,4 years,6th June 2025,Not Specified (likely Need-Based)
345,Delhi,Community STEM Scholarship by Ambani Institute,SEBC,1500000,Engineering,Ph,the General category,84% in Class 12 or equivalent,Community STEM Scholarship by Ambani Institute provides financial assistance to students in SEBC category. The award amount is INR 132027 per year.,International,INR 132027,4 years,13th July 2025,Not Specified (likely Need-Based)
346,Uttar Pradesh,Youth Law Scholarship by Ambani Institute,SEBC,500000,Graduation,Diploma,the SEBC category,58% in Class 12 or equivalent,Youth Law Scholarship by Ambani Institute provides financial assistance to students in SEBC category. The award amount is INR 144252 per year.,Corporate,INR 144252,1 years,16th September 2025,Not Specified (likely Need-Based)
347,Haryana,Global Social Sciences Scholarship by Ambani Institute,EWS,500000,Post-Graduation,Diploma,the ST category,55% in Class 12 or equivalent,Global Social Sciences Scholarship by Ambani Institute provides financial assistance to students in EWS category. The award amount is INR 143959 per year.,NGO,INR 143959,3 years,2th September 2025,Not Specified (likely Need-Based)
348,Andhra Pradesh,Leadership STEM Scholarship by Mahatma Gandhi Trust,Minority,250000,Ph.D.,Engineering,the General category,72% in Class 12 or equivalent,Leadership STEM Scholarship by Mahatma Gandhi Trust provides financial assistance to students in Minority category. The award amount is INR 84804 per year.,Government,INR 84804,4 years,25th September 2025,Not Specified (likely Need-Based)
349,Odisha,Development Arts Scholarship by Indian Education Trust,SC,1500000,Ph.D.,Diploma,the OBC category,88% in Class 12 or equivalent,Development Arts Scholarship by Indian Education Trust provides financial assistance to students in SC category. The award amount is INR 21385 per year.,Corporate,INR 21385,2 years,21th July 2025,Not Specified (likely Need-Based)
350,Uttar Pradesh,Sustainability Entrepreneurship Scholarship by Ambani Institute,all,750000,Ph.D.,Medical,the all category,64% in Class 12 or equivalent,Sustainability Entrepreneurship Scholarship by Ambani Institute provides financial assistance to students in all category. The award amount is INR 100413 per year.,Private,INR 100413,1 years,23th August 2025,Not Specified (likely Need-Based)
351,Karnataka,Sustainability Law Scholarship by IIT Foundation,all,250000,Engineering,Ph,the SC category,82% in Class 12 or equivalent,Sustainability Law Scholarship by IIT Foundation provides financial assistance to students in all category. The award amount is INR 36691 per year.,Private,INR 36691,3 years,26th August 2025,Not Specified (likely Need-Based)
352,Madhya Pradesh,Leadership Engineering Scholarship by Bharti Enterprises,all,1500000,Post-Graduation,Medical,the SEBC category,58% in Class 12 or equivalent,Leadership Engineering Scholarship by Bharti Enterprises provides financial assistance to students in all category. The award amount is INR 86627 per year.,Corporate,INR 86627,3 years,27th June 2025,Not Specified (likely Need-Based)
353,Rajasthan,Empowerment Medical Scholarship by IIT Foundation,Minority,1500000,Graduation,Diploma,the all category,55% in Class 12 or equivalent,Empowerment Medical Scholarship by IIT Foundation provides financial assistance to students in Minority category. The award amount is INR 113356 per year.,Private,INR 113356,3 years,12th September 2025,Not Specified (likely Need-Based)
354,Assam,Development Arts Scholarship by Bharti Enterprises,SC,1000000,Ph.D.,Graduation,the all category,66% in Class 12 or equivalent,Development Arts Scholarship by Bharti Enterprises provides financial assistance to students in SC category. The award amount is INR 30548 per year.,Government,INR 30548,4 years,19th July 2025,Not Specified (likely Need-Based)
355,Delhi,Youth STEM Scholarship by Dr. APJ Abdul Kalam Foundation,OBC,1500000,Engineering,Post-Graduation,the EWS category,64% in Class 12 or equivalent,Youth STEM Scholarship by Dr. APJ Abdul Kalam Foundation provides financial assistance to students in OBC category. The award amount is INR 32473 per year.,International,INR 32473,4 years,10th August 2025,Not Specified (likely Need-Based)
356,Maharashtra,Global Entrepreneurship Scholarship by Dr. APJ Abdul Kalam Foundation,OBC,500000,Post-Graduation,Medical,the EWS category,52% in Class 12 or equivalent,Global Entrepreneurship Scholarship by Dr. APJ Abdul Kalam Foundation provides financial assistance to students in OBC category. The award amount is INR 88130 per year.,Corporate,INR 88130,4 years,10th July 2025,Not Specified (likely Need-Based)
357,Odisha,Development Economics Scholarship by Indian Government,all,1500000,Ph.D.,Medical,the ST category,58% in Class 12 or equivalent,Development Economics Scholarship by Indian Government provides financial assistance to students in all category. The award amount is INR 121561 per year.,Private,INR 121561,1 years,16th June 2025,Not Specified (likely Need-Based)
358,Madhya Pradesh,Excellence Agriculture Scholarship by JNU Research,SEBC,250000,Diploma,Medical,the General category,72% in Class 12 or equivalent,Excellence Agriculture Scholarship by JNU Research provides financial assistance to students in SEBC category. The award amount is INR 97080 per year.,Government,INR 97080,3 years,3th August 2025,Not Specified (likely Need-Based)
359,Telangana,Community STEM Scholarship by Indian Government,ST,750000,Post-Graduation,HSC,the SEBC category,72% in Class 12 or equivalent,Community STEM Scholarship by Indian Government provides financial assistance to students in ST category. The award amount is INR 133769 per year.,Corporate,INR 133769,2 years,9th September 2025,Not Specified (likely Need-Based)
360,Andhra Pradesh,Sustainability Engineering Scholarship by Tata Foundation,General,750000,HSC,HSC,the SC category,64% in Class 12 or equivalent,Sustainability Engineering Scholarship by Tata Foundation provides financial assistance to students in General category. The award amount is INR 53755 per year.,International,INR 53755,2 years,27th July 2025,Not Specified (likely Need-Based)
361,Uttar Pradesh,Empowerment Arts Scholarship by Indian Government,all,1500000,Graduation,Engineering,the Minority category,74% in Class 12 or equivalent,Empowerment Arts Scholarship by Indian Government provides financial assistance to students in all category. The award amount is INR 83639 per year.,Government,INR 83639,3 years,2th June 2025,Not Specified (likely Need-Based)
362,Bihar,Diversity STEM Scholarship by IIT Foundation,SEBC,750000,HSC,Post-Graduation,the ST category,86% in Class 12 or equivalent,Diversity STEM Scholarship by IIT Foundation provides financial assistance to students in SEBC category. The award amount is INR 62031 per year.,NGO,INR 62031,3 years,23th August 2025,Not Specified (likely Need-Based)
363,Jharkhand,Leadership Engineering Scholarship by Bharti Enterprises,EWS,250000,Engineering,Ph,the SEBC category,66% in Class 12 or equivalent,Leadership Engineering Scholarship by Bharti Enterprises provides financial assistance to students in EWS category. The award amount is INR 87153 per year.,Government,INR 87153,1 years,2th September 2025,Not Specified (likely Need-Based)
364,Punjab,Excellence Agriculture Scholarship by Dr. APJ Abdul Kalam Foundation,OBC,750000,Engineering,Medical,the General category,72% in Class 12 or equivalent,Excellence Agriculture Scholarship by Dr. APJ Abdul Kalam Foundation provides financial assistance to students in OBC category. The award amount is INR 63693 per year.,International,INR 63693,3 years,10th September 2025,Not Specified (likely Need-Based)
